content;question;answer
Liputan6.com, Jakarta Tahun 2025, Nova Eliza membintangi tiga film horor. Salah satunya, Mama: Pesan Dari Neraka karya sutradara Azhar Kinoi Lubis. Film ini diadaptasi dari konten horor viral milik YouTuber Nessie Judge. Ada banyak catatan menarik sekaligus seram dari lokasi syuting. Salah satunya momen Nova Eliza dipocong lengkap dengan kain kafan dan kapasÂ yang menutup beberapa bagian wajah. Momen itu tak terlupakan hingga kini. Masih segar dalam ingatan, di lokasi syuting film horor ini, Nova Eliza jadi jenazah lalu diturunkan ke liang lahad. Baca Juga âItu syuting memang berjam-jam kebetulan itu menurut aku sudah yang terpendek. Itu ada kuburannya. Kalau aku harus pakai baju pocong, kamu (Andy Rif) harus pakai lensa kontak,â kata Nova Eliza kepada Showbiz Liputan6.com di Jakarta Selatan, Rabu (13/8/2025). Advertisement Meski deg-degan dan ngeri sendiri, bintang film Susahnya Jadi Perawan tampil total sebagai bagian dari tanggung jawab profesi. Selama dipocong, tak ada yang diingat Nova Eliza selain Tuhan. Adegan dipocong rupanya memiliki makna khusus baginya. ;Film horor apa yang dibintangi Nova Eliza yang diadaptasi dari konten YouTuber Nessie Judge?;"Nova Eliza membintangi film ""Mama: Pesan Dari Neraka"" yang diadaptasi dari konten horor viral milik Nessie Judge."
Liputan6.com, Jakarta Tahun 2025, Nova Eliza membintangi tiga film horor. Salah satunya, Mama: Pesan Dari Neraka karya sutradara Azhar Kinoi Lubis. Film ini diadaptasi dari konten horor viral milik YouTuber Nessie Judge. Ada banyak catatan menarik sekaligus seram dari lokasi syuting. Salah satunya momen Nova Eliza dipocong lengkap dengan kain kafan dan kapasÂ yang menutup beberapa bagian wajah. Momen itu tak terlupakan hingga kini. Masih segar dalam ingatan, di lokasi syuting film horor ini, Nova Eliza jadi jenazah lalu diturunkan ke liang lahad. Baca Juga âItu syuting memang berjam-jam kebetulan itu menurut aku sudah yang terpendek. Itu ada kuburannya. Kalau aku harus pakai baju pocong, kamu (Andy Rif) harus pakai lensa kontak,â kata Nova Eliza kepada Showbiz Liputan6.com di Jakarta Selatan, Rabu (13/8/2025). Advertisement Meski deg-degan dan ngeri sendiri, bintang film Susahnya Jadi Perawan tampil total sebagai bagian dari tanggung jawab profesi. Selama dipocong, tak ada yang diingat Nova Eliza selain Tuhan. Adegan dipocong rupanya memiliki makna khusus baginya. ;Apa yang diingat Nova Eliza saat dirinya berperan sebagai pocong di lokasi syuting?;Saat berperan sebagai pocong, Nova Eliza hanya ingat kepada Tuhan.
Liputan6.com, Jakarta Satu dekade sudah gambaran bahayanya penggabungan kecerdasan buatan (AI) dan senjata dihadirkan dalam film Terminator.Â James Cameron memperingati bahanya hal tersebut jika sampai terjadi di dunia nyata. Dilansir dari laman PeopleÂ pada Jumat (8/8/2025), lewat wawancaranya di Rolling Stone James Cameron mengungkapkan pendapat bahwa ada potensi terjadinya kiamat ala Terminator bila kecerdasan buatan digabungkan dengan persenjataan. âAku rasa masih ada bahaya dari kiamat ala Terminator saat kamu memadukan kecerdasann buatan dengan sistem persenjataan, bahkan sampai di level sistem persenjataan nuklir, serangan balik nuklir, dan semacamnya,â ujar peraih piala Oscar tersebut. Advertisement Sang sineasÂ menambahkan bahwa produksi dalam industri modern sangat cepat serta dibutuhkan pengambilan keputusan yang cepat pula sehingga hal itu membutuhkan kececerdasan buatan untuk memproses semuanya. âMungkin kita akan cukup pintar dan bijak untuk tetap melibatkan manusia di dalam prosesnya. Tetapi manusia itu tetap bisa melakukan kesalahan, dan sudah banyak kesalahan yang telah menempatkan kita di ambang insiden internasional yang dapat menyebabkan perang nuklir,â lanjut Cameron.;Apa yang menjadi perhatian James Cameron terkait penggabungan kecerdasan buatan dan senjata?;James Cameron memperingati potensi kiamat ala Terminator jika AI digabungkan dengan persenjataan, termasuk sistem nuklir.
Liputan6.com, Jakarta Satu dekade sudah gambaran bahayanya penggabungan kecerdasan buatan (AI) dan senjata dihadirkan dalam film Terminator.Â James Cameron memperingati bahanya hal tersebut jika sampai terjadi di dunia nyata. Dilansir dari laman PeopleÂ pada Jumat (8/8/2025), lewat wawancaranya di Rolling Stone James Cameron mengungkapkan pendapat bahwa ada potensi terjadinya kiamat ala Terminator bila kecerdasan buatan digabungkan dengan persenjataan. âAku rasa masih ada bahaya dari kiamat ala Terminator saat kamu memadukan kecerdasann buatan dengan sistem persenjataan, bahkan sampai di level sistem persenjataan nuklir, serangan balik nuklir, dan semacamnya,â ujar peraih piala Oscar tersebut. Advertisement Sang sineasÂ menambahkan bahwa produksi dalam industri modern sangat cepat serta dibutuhkan pengambilan keputusan yang cepat pula sehingga hal itu membutuhkan kececerdasan buatan untuk memproses semuanya. âMungkin kita akan cukup pintar dan bijak untuk tetap melibatkan manusia di dalam prosesnya. Tetapi manusia itu tetap bisa melakukan kesalahan, dan sudah banyak kesalahan yang telah menempatkan kita di ambang insiden internasional yang dapat menyebabkan perang nuklir,â lanjut Cameron.;Mengapa menurut teks, kecerdasan buatan dibutuhkan dalam industri modern?;Kecerdasan buatan dibutuhkan untuk memproses pengambilan keputusan yang cepat karena produksi modern membutuhkan kecepatan.
"Liputan6.com, Jakarta Sebagai bentuk apresiasi dan penghargaan tertinggi bagi pelaku perfilman tanah air, Lembaga Sensor Film Republik Indonesia (LSF RI) kembali menggelar Anugerah LSF untuk kelima kalinya. Penyelenggaraan Anugerah LSF kali ini mengusung tema ""Suar Ragam Layar untuk Indonesia"", yang diharapkan dapat menjadi suar panduan bagi semua. Tema ini mencerminkan komitmen LSF dalam memandu ekosistem perfilman Indonesia yang beragam, serta mendorong klasifikasi usia, edukasi sensor mandiri, dan kesadaran terhadap tontonan berkualitas bagi seluruh lapisan masyarakat. Baca Juga ""Ini adalah apresiasi dan penghargaan tinggi kepada pelaku usaha perfilman, pelaku perfilman, lembaga dan termasuk perorangan yang sudah mendedikasikan diri dan karya untuk kemajuan ekosistem perfilman,"" ujar Ketua LSF RI Naswardi, saat jumpa pers di Kawasan Kebayoran Baru, Jakarta Selatan, Rabu (13/8/2025). Advertisement ""Kami ingin memastikan budaya sensor mandiri menjadi nafas setiap pelaku industri dalam memproduksi karya. Ini penting terutama untuk produksi film. Kami ingin produksi film mengedepankan prinsip usia, memastikan kelompok rentan, anak-anak mendapat tontonan yang baik,"" Naswardi menambahkan.";Apa tema yang diangkat dalam penyelenggaraan Anugerah LSF kelima kali ini?;"Tema Anugerah LSF adalah ""Suar Ragam Layar untuk Indonesia,"" sebagai panduan ekosistem perfilman."
"Liputan6.com, Jakarta Sebagai bentuk apresiasi dan penghargaan tertinggi bagi pelaku perfilman tanah air, Lembaga Sensor Film Republik Indonesia (LSF RI) kembali menggelar Anugerah LSF untuk kelima kalinya. Penyelenggaraan Anugerah LSF kali ini mengusung tema ""Suar Ragam Layar untuk Indonesia"", yang diharapkan dapat menjadi suar panduan bagi semua. Tema ini mencerminkan komitmen LSF dalam memandu ekosistem perfilman Indonesia yang beragam, serta mendorong klasifikasi usia, edukasi sensor mandiri, dan kesadaran terhadap tontonan berkualitas bagi seluruh lapisan masyarakat. Baca Juga ""Ini adalah apresiasi dan penghargaan tinggi kepada pelaku usaha perfilman, pelaku perfilman, lembaga dan termasuk perorangan yang sudah mendedikasikan diri dan karya untuk kemajuan ekosistem perfilman,"" ujar Ketua LSF RI Naswardi, saat jumpa pers di Kawasan Kebayoran Baru, Jakarta Selatan, Rabu (13/8/2025). Advertisement ""Kami ingin memastikan budaya sensor mandiri menjadi nafas setiap pelaku industri dalam memproduksi karya. Ini penting terutama untuk produksi film. Kami ingin produksi film mengedepankan prinsip usia, memastikan kelompok rentan, anak-anak mendapat tontonan yang baik,"" Naswardi menambahkan.";Siapa yang menyampaikan pernyataan tentang apresiasi kepada pelaku perfilman dalam jumpa pers?;Ketua LSF RI, Naswardi, menyampaikan pernyataan tersebut saat jumpa pers di Jakarta Selatan.
Liputan6.com, Jakarta Produser MD Pictures, Manoj Punjabi mengumumkan formula baru film Ta Lahzan: Cinta Dosa Luka yang dibintangi Marshanda, Ariel Tatum, dan Deva Mahenra. Ia menjanjikan La Tahzan bukan pengulangan dari film Ipar Adalah Maut. Seperti diketahui, Ipar Adalah Maut yang juga digarap sineas Hanung Bramantyo mendulang 4,7 jutaan penonton. Ia menempati posisi keempat dalam daftar film Indonesia terlaris 2024. Kini, La Tahzan siap melaju dengan konflik lebih menggigit. Baca Juga âKita juga enggak mau mengulang formula yang ada di film sebelumnya, tapi ada sesuatu yang beda dan baru,â kata Manoj Punjabi lewat pernyataan tertulis yang diterima Showbiz Liputan6.com, Rabu (13/8/2025). Advertisement Dalam La Tahzan, Marshanda memerankan Alina, istri Reza (Deva Mahenra) yang dikaruniai dua anak. Berkarier di bidang jastip alas jasa titip, Alina sukses merangkul sejumlah klien dengan pendapatan fantastis. ;Siapa saja aktor dan aktris yang membintangi film La Tahzan?;Film La Tahzan dibintangi oleh Marshanda, Ariel Tatum, dan Deva Mahenra.
Liputan6.com, Jakarta Produser MD Pictures, Manoj Punjabi mengumumkan formula baru film Ta Lahzan: Cinta Dosa Luka yang dibintangi Marshanda, Ariel Tatum, dan Deva Mahenra. Ia menjanjikan La Tahzan bukan pengulangan dari film Ipar Adalah Maut. Seperti diketahui, Ipar Adalah Maut yang juga digarap sineas Hanung Bramantyo mendulang 4,7 jutaan penonton. Ia menempati posisi keempat dalam daftar film Indonesia terlaris 2024. Kini, La Tahzan siap melaju dengan konflik lebih menggigit. Baca Juga âKita juga enggak mau mengulang formula yang ada di film sebelumnya, tapi ada sesuatu yang beda dan baru,â kata Manoj Punjabi lewat pernyataan tertulis yang diterima Showbiz Liputan6.com, Rabu (13/8/2025). Advertisement Dalam La Tahzan, Marshanda memerankan Alina, istri Reza (Deva Mahenra) yang dikaruniai dua anak. Berkarier di bidang jastip alas jasa titip, Alina sukses merangkul sejumlah klien dengan pendapatan fantastis. ;Apa yang menjadi pembeda film La Tahzan dari film Ipar Adalah Maut?;La Tahzan menjanjikan konflik yang lebih menggigit dan tidak mengulangi formula film sebelumnya.
Liputan6.com, Jakarta - Timo Tjahjanto kembali menjadi sorotan publik dengan perilisan film Nobody 2 pada hari ini Rabu, (13/08/2025) di bioskop Indonesia. Dua hari mendatang, film ini akan menyusul rilis di Amerika Utara. Nobody 2 merupakan sekuel dari film laga NobodyÂ yang tayang 2021 lalu. Baca Juga Sebelum debut di industri film Hollywood pria bernamaÂ Timothy Tjahjanto ini telah lama dikenal sebagaiÂ sineas muda berbakat Indonesia. Pria kelahiran 4 September 1980 ini dikenal sebagai sutradara yang berani untuk mengambil dan membuat sebuah film dengan genre aksi dan horor yang khas. Advertisement Ketertarikan Timo Tjahjanto terhadap dunia film bermula ketika ia dan kakaknya tidak sengaja menonton sebuah film horor legendaris berjudul PSYCHO (1960) karya Alfred Hitchcock. Tak mau setengah-setengah,Â  Timo kemudian melanjutkan pendidikan di School of Visual Arts, Australia untuk mengejar impiannya dalam dunia film. Selama kuliah, ia bertemu dengan Kimo Stamboel yang menjadi rekan kerja dalam dunia film.;Kapan film Nobody 2 mulai tayang di bioskop Indonesia?;Film Nobody 2 mulai tayang di bioskop Indonesia pada hari Rabu, 13 Agustus 2025.
Liputan6.com, Jakarta - Timo Tjahjanto kembali menjadi sorotan publik dengan perilisan film Nobody 2 pada hari ini Rabu, (13/08/2025) di bioskop Indonesia. Dua hari mendatang, film ini akan menyusul rilis di Amerika Utara. Nobody 2 merupakan sekuel dari film laga NobodyÂ yang tayang 2021 lalu. Baca Juga Sebelum debut di industri film Hollywood pria bernamaÂ Timothy Tjahjanto ini telah lama dikenal sebagaiÂ sineas muda berbakat Indonesia. Pria kelahiran 4 September 1980 ini dikenal sebagai sutradara yang berani untuk mengambil dan membuat sebuah film dengan genre aksi dan horor yang khas. Advertisement Ketertarikan Timo Tjahjanto terhadap dunia film bermula ketika ia dan kakaknya tidak sengaja menonton sebuah film horor legendaris berjudul PSYCHO (1960) karya Alfred Hitchcock. Tak mau setengah-setengah,Â  Timo kemudian melanjutkan pendidikan di School of Visual Arts, Australia untuk mengejar impiannya dalam dunia film. Selama kuliah, ia bertemu dengan Kimo Stamboel yang menjadi rekan kerja dalam dunia film.;Apa yang menginspirasi Timo Tjahjanto untuk berkecimpung dalam dunia film?;Timo Tjahjanto terinspirasi setelah ia dan kakaknya tidak sengaja menonton film horor PSYCHO karya Alfred Hitchcock.
"Liputan6.com, Jakarta Film terbaru sutradara kenamaan Indonesia, Timo Tjahjanto, akhirnya mendarat di bioskop Tanah Air pada hari ini Rabu (13/8/2025): Nobody 2. Istimewanya, ini menandai debutnya di industri perfilman Hollywood. Timo langsung bekerja sama dengan nama-nama besar di film Hollywood pertamanya.Â Bob OdenkirkÂ kembali memerankan karakter utama, Hutch Mansell, dalam film ini. Nobody 2Â didistribusikan Universal Pictures.Â Naskahnya ditulis Derek Kolstad, yang dikenal sebagai penulis naskah film John Wick. Baca Juga Dalam pemutaran perdana Nobody 2 pada Senin (11/8/2025) malam, Timo Tjahjanto mengakui ada perbedaan kultur dalam pembuatan film Hollywood dan Indonesia. Salah satunya, dalam hal mengekspresikan wewenangnya sebagai sutradara. Advertisement ""Karena of course, sekali lagi, lo kerja dengan orang-orang yang sudah melegenda dan gue juga kadang-kadang masih ada Indonesia-nya gitu. Jadi kayak legawa,"" tutur Timo lewat video call karena ia tengah berada di Los Angeles, AS, untuk promosi Nobody 2.";Kapan film Nobody 2 mulai diputar di bioskop Indonesia?;Film Nobody 2 mulai diputar di bioskop Indonesia pada hari Rabu, 13 Agustus 2025.
"Liputan6.com, Jakarta Film terbaru sutradara kenamaan Indonesia, Timo Tjahjanto, akhirnya mendarat di bioskop Tanah Air pada hari ini Rabu (13/8/2025): Nobody 2. Istimewanya, ini menandai debutnya di industri perfilman Hollywood. Timo langsung bekerja sama dengan nama-nama besar di film Hollywood pertamanya.Â Bob OdenkirkÂ kembali memerankan karakter utama, Hutch Mansell, dalam film ini. Nobody 2Â didistribusikan Universal Pictures.Â Naskahnya ditulis Derek Kolstad, yang dikenal sebagai penulis naskah film John Wick. Baca Juga Dalam pemutaran perdana Nobody 2 pada Senin (11/8/2025) malam, Timo Tjahjanto mengakui ada perbedaan kultur dalam pembuatan film Hollywood dan Indonesia. Salah satunya, dalam hal mengekspresikan wewenangnya sebagai sutradara. Advertisement ""Karena of course, sekali lagi, lo kerja dengan orang-orang yang sudah melegenda dan gue juga kadang-kadang masih ada Indonesia-nya gitu. Jadi kayak legawa,"" tutur Timo lewat video call karena ia tengah berada di Los Angeles, AS, untuk promosi Nobody 2.";Siapa yang menulis naskah film Nobody 2?;Derek Kolstad menulis naskah film Nobody 2, yang juga dikenal sebagai penulis naskah film John Wick.
Liputan6.com, Jakarta Geger filmÂ Merah Putih One For AllÂ mencapai klimaks setelah produsernya, Toto Soegriwo, menyampaikan klarifikasi terkait tudingan menerima aliran dana Rp6,7 miliar dari Pemerintah. Ia mengklaim, ini fitnah keji tak berdasar. Toto Soegriwo menyampaikan klarifikasi dalam pernyataan tertulis yang diunggah via akun Twitter pribadi, 11 Agustus 2025. Toto SoegriwoÂ mengklaim kabar film animasi Merah Putih One For All dapat duit Rp6,7 miliar dari pemerintah tidak benar. Baca Juga âMenanggapi tudingan yang beredar luas di media sosial mengenai dugaan penerimaan dana sebesar Rp6,7 miliar dari Pemerintah untuk produksi film Merah Putih One For All, saya Toto Soegriwo, selaku produser dengan tegas menyatakan bahwa tuduhan tersebut tidak benar,â katanya. Advertisement âDan merupakan fitnah keji,â Toto Soegriwo menyambung. Setelahnya, iaÂ menyebut Rp6,7 miliar yang didengungkan di medsos tidak pernah ada. Toto Soegriwo mengklaim faktanya tak pernah menerima serupiah pun dari Pemerintah. ;Siapa yang memberikan klarifikasi terkait tudingan aliran dana film Merah Putih One For All?;Toto Soegriwo, selaku produser film, memberikan klarifikasi terkait tudingan tersebut.
Liputan6.com, Jakarta Geger filmÂ Merah Putih One For AllÂ mencapai klimaks setelah produsernya, Toto Soegriwo, menyampaikan klarifikasi terkait tudingan menerima aliran dana Rp6,7 miliar dari Pemerintah. Ia mengklaim, ini fitnah keji tak berdasar. Toto Soegriwo menyampaikan klarifikasi dalam pernyataan tertulis yang diunggah via akun Twitter pribadi, 11 Agustus 2025. Toto SoegriwoÂ mengklaim kabar film animasi Merah Putih One For All dapat duit Rp6,7 miliar dari pemerintah tidak benar. Baca Juga âMenanggapi tudingan yang beredar luas di media sosial mengenai dugaan penerimaan dana sebesar Rp6,7 miliar dari Pemerintah untuk produksi film Merah Putih One For All, saya Toto Soegriwo, selaku produser dengan tegas menyatakan bahwa tuduhan tersebut tidak benar,â katanya. Advertisement âDan merupakan fitnah keji,â Toto Soegriwo menyambung. Setelahnya, iaÂ menyebut Rp6,7 miliar yang didengungkan di medsos tidak pernah ada. Toto Soegriwo mengklaim faktanya tak pernah menerima serupiah pun dari Pemerintah. ;Berapa jumlah dana yang dituding diterima film Merah Putih One For All dari pemerintah?;Film tersebut dituding menerima dana sebesar Rp6,7 miliar dari pemerintah, namun produser membantah tudingan tersebut.
Liputan6.com, Jakarta Penggemar film komedi romantis era 90-an patut bersukacita. Film klasik My Best Friend's WeddingÂ dikabarkan akan segera memiliki sekuel yang kini sedang dalam tahap pengembangan awal. Kabar ini tentu saja menjadi angin segar bagi mereka yang merindukan kisah romansa ikonis tersebut. Dilansir dari People dan Variety pada selasa (5/8/2025),Â Celine Song, sutradara dan penulis skenario yang dikenal lewat karya-karya yang menuai pujian seperti Past Lives, telah dipercaya untuk menggarap naskah film ini.Â Namun, diketahui bukan ia yang akan bertindak sebagai sutradara film ini. Saat ini belum diketahui detail cerita, maupun siapa pemain yang akan dipasangkan dalam film ini Advertisement Kabar digodoknya sekuel film iniÂ muncul tak lama setelah Dermot Mulroney, salah satu pemain film asli tahun 1997 yang jadi lawan main Julia Roberts, mengisyaratkan bahwa ada pembicaraan tentang sekuel film ini kepada New York Post.;Siapa sutradara dan penulis skenario yang ditunjuk untuk menggarap naskah sekuel film My Best Friend's Wedding?;Celine Song, sutradara dan penulis skenario yang dikenal dengan film Past Lives, ditunjuk untuk menggarap naskah film tersebut.
Liputan6.com, Jakarta Penggemar film komedi romantis era 90-an patut bersukacita. Film klasik My Best Friend's WeddingÂ dikabarkan akan segera memiliki sekuel yang kini sedang dalam tahap pengembangan awal. Kabar ini tentu saja menjadi angin segar bagi mereka yang merindukan kisah romansa ikonis tersebut. Dilansir dari People dan Variety pada selasa (5/8/2025),Â Celine Song, sutradara dan penulis skenario yang dikenal lewat karya-karya yang menuai pujian seperti Past Lives, telah dipercaya untuk menggarap naskah film ini.Â Namun, diketahui bukan ia yang akan bertindak sebagai sutradara film ini. Saat ini belum diketahui detail cerita, maupun siapa pemain yang akan dipasangkan dalam film ini Advertisement Kabar digodoknya sekuel film iniÂ muncul tak lama setelah Dermot Mulroney, salah satu pemain film asli tahun 1997 yang jadi lawan main Julia Roberts, mengisyaratkan bahwa ada pembicaraan tentang sekuel film ini kepada New York Post.;Kapan kabar tentang sekuel film My Best Friend's Wedding mulai muncul ke publik?;Kabar sekuel muncul tak lama setelah Dermot Mulroney mengisyaratkan adanya pembicaraan tentang sekuel tersebut kepada New York Post.
Liputan6.com, Jakarta - Indonesia kembali menghadirkan film horor yang siap membuat penonton merinding. Panggilan Dari KuburÂ merupakan film horor mengangkat kisah ibu yang kehilangan putri satu-satunya secara mendadakÂ akibat kecelakaan. Nirina Zubir memerankan ibu yang berdukacita ini. DisutradaraiÂ Dyan Sunu Prastowo, Panggilan Dari Kubur dibintangi Nirina Zubir, Nugie, hingga seniman senior Septian Dwi Cahyo. Film ini dijadwalkan tayang di bioskop seluruh Indonesia mulai 14 Agustus 2025. Baca Juga Demi membuat film ini, kru film dan pemain bekerja keras untuk menghasilkan yang terbaik.Â Nirina Zubir memerankan Alya, yang berdukacita setelah putrinya tewas di danau saat liburan.Â Untuk mendalami adegan ini, Nirina Zubir punya sejumlah catatan khusus. Advertisement âMaksudnya, kalau kita sebagai pemain tuh, biasanya apa yang kita mainkan itu adalah bagian yang kita koleksi di memori. Tapi kan aku enggak punya memori ini,â kata Nirina Zubir di Plaza Indonesia XXI Jakarta, Senin (11/8/2025).;"Siapa yang memerankan tokoh ibu yang berduka dalam film ""Panggilan Dari Kubur""?";Nirina Zubir memerankan tokoh Alya, seorang ibu yang berduka atas kehilangan putrinya.
Liputan6.com, Jakarta - Indonesia kembali menghadirkan film horor yang siap membuat penonton merinding. Panggilan Dari KuburÂ merupakan film horor mengangkat kisah ibu yang kehilangan putri satu-satunya secara mendadakÂ akibat kecelakaan. Nirina Zubir memerankan ibu yang berdukacita ini. DisutradaraiÂ Dyan Sunu Prastowo, Panggilan Dari Kubur dibintangi Nirina Zubir, Nugie, hingga seniman senior Septian Dwi Cahyo. Film ini dijadwalkan tayang di bioskop seluruh Indonesia mulai 14 Agustus 2025. Baca Juga Demi membuat film ini, kru film dan pemain bekerja keras untuk menghasilkan yang terbaik.Â Nirina Zubir memerankan Alya, yang berdukacita setelah putrinya tewas di danau saat liburan.Â Untuk mendalami adegan ini, Nirina Zubir punya sejumlah catatan khusus. Advertisement âMaksudnya, kalau kita sebagai pemain tuh, biasanya apa yang kita mainkan itu adalah bagian yang kita koleksi di memori. Tapi kan aku enggak punya memori ini,â kata Nirina Zubir di Plaza Indonesia XXI Jakarta, Senin (11/8/2025).;"Kapan film ""Panggilan Dari Kubur"" dijadwalkan tayang di bioskop Indonesia?";Film tersebut dijadwalkan tayang mulai 14 Agustus 2025 di bioskop seluruh Indonesia.
Liputan6.com, Jakarta - Film hororÂ Panggilan Dari Kubur karya sutradaraÂ Dyan Sunu PrastowoÂ akan tayang di bioskop mulai 14 Agustus 2025. Film iniÂ diklaim menyajikan nuansa horor klasik yang membuat penontonÂ ngeri denganÂ tema relevan. Panggilan Dari Kubur yang diperkuat Nirina Zubir hingga Septian Dwi Cahyo mengisahkanÂ Alya bersama suami, Raka dan putri mereka, Yasmin, liburan ke rumah ibunya, Dewi, di sebuah desa terpencil. Baca Juga Dalam film, liburan ini berujungÂ tragedi.Â YasminÂ tewas dalam kecelakaan tragis, tenggelam saat main di danau. Kondisi memburuk karena Alya tak dapat membawa jenazah Yasmin pulang ke Jakarta untuk dimakamkan. Advertisement Akhirnya, jenazah Yasmin dimakamkan di halaman belakang rumah Dewi. Alya dan Raka kemudianÂ balik ke Jakarta untuk melanjutkan hidup. Berdamai dengan kehilangan tak semudah membalik telapak tangan.;"Kapan film ""Panggilan Dari Kubur"" akan mulai tayang di bioskop?";"Film ""Panggilan Dari Kubur"" akan tayang di bioskop mulai 14 Agustus 2025."
Liputan6.com, Jakarta - Film hororÂ Panggilan Dari Kubur karya sutradaraÂ Dyan Sunu PrastowoÂ akan tayang di bioskop mulai 14 Agustus 2025. Film iniÂ diklaim menyajikan nuansa horor klasik yang membuat penontonÂ ngeri denganÂ tema relevan. Panggilan Dari Kubur yang diperkuat Nirina Zubir hingga Septian Dwi Cahyo mengisahkanÂ Alya bersama suami, Raka dan putri mereka, Yasmin, liburan ke rumah ibunya, Dewi, di sebuah desa terpencil. Baca Juga Dalam film, liburan ini berujungÂ tragedi.Â YasminÂ tewas dalam kecelakaan tragis, tenggelam saat main di danau. Kondisi memburuk karena Alya tak dapat membawa jenazah Yasmin pulang ke Jakarta untuk dimakamkan. Advertisement Akhirnya, jenazah Yasmin dimakamkan di halaman belakang rumah Dewi. Alya dan Raka kemudianÂ balik ke Jakarta untuk melanjutkan hidup. Berdamai dengan kehilangan tak semudah membalik telapak tangan.;Apa yang terjadi pada Yasmin dalam cerita film tersebut?;Yasmin tewas tenggelam di danau saat sedang berlibur bersama keluarganya.
Liputan6.com, Jakarta - Tangga box office Amerika berguncang setelah film horor Weapons yang disanjung setinggi lagi para kritikus mencapai posisi puncak. Pada akhir pekan pertama penayangan, Weapons karya sineas Zach Cregger panen 42,5 juta dolar AS atau sekitar Rp692 miliar. Melansir data situs boxofficemojo, Senin (11/8/2025), performa film Weapons di luar Amerika Utara tak kalah kinclong. Film rilisan studio raksasa Warner Bros. dan New Line Cinema ini melajuÂ pada kisaran 27,5 juta dolar AS, di pasar internasional. Baca Juga Total pendapatan WeaponsÂ dari seluruh dunia, 70 juta dolar AS atau sekitar Rp1,1 triliun. The Hollywood Reporter pada Minggu (10/8/2025) mengabarkan, Weapons menjadi film ketujuh dari Warner Bros. yang bertakhta di punca box office dunia, tahun ini. Advertisement Catatan lain yang tak kalah mengagumkan, Weapons adalah filmÂ box office keenam Warner Bros yang meraih lebih dari 40 juta dolar AS di pasar domestik (merujuk kawasan Amerika Serikat dan Kanada). Padahal, biaya produksi film ini âhanyaâ 38 juta dolar AS. Jelas ini prestasi membanggakan. Ini bukti bahwa Weapons tak hanya digandrungi kritikus tapi juga penonton dari berbagai negara. Genre ini biasanya tak terlalu populer, namun Weapons tahun ini berhasil membuat pengecualian. ;Berapa pendapatan film Weapons pada akhir pekan pertama penayangannya di Amerika?;Film Weapons meraup 42,5 juta dolar AS atau sekitar Rp692 miliar pada akhir pekan pertama di Amerika.
Liputan6.com, Jakarta - Tangga box office Amerika berguncang setelah film horor Weapons yang disanjung setinggi lagi para kritikus mencapai posisi puncak. Pada akhir pekan pertama penayangan, Weapons karya sineas Zach Cregger panen 42,5 juta dolar AS atau sekitar Rp692 miliar. Melansir data situs boxofficemojo, Senin (11/8/2025), performa film Weapons di luar Amerika Utara tak kalah kinclong. Film rilisan studio raksasa Warner Bros. dan New Line Cinema ini melajuÂ pada kisaran 27,5 juta dolar AS, di pasar internasional. Baca Juga Total pendapatan WeaponsÂ dari seluruh dunia, 70 juta dolar AS atau sekitar Rp1,1 triliun. The Hollywood Reporter pada Minggu (10/8/2025) mengabarkan, Weapons menjadi film ketujuh dari Warner Bros. yang bertakhta di punca box office dunia, tahun ini. Advertisement Catatan lain yang tak kalah mengagumkan, Weapons adalah filmÂ box office keenam Warner Bros yang meraih lebih dari 40 juta dolar AS di pasar domestik (merujuk kawasan Amerika Serikat dan Kanada). Padahal, biaya produksi film ini âhanyaâ 38 juta dolar AS. Jelas ini prestasi membanggakan. Ini bukti bahwa Weapons tak hanya digandrungi kritikus tapi juga penonton dari berbagai negara. Genre ini biasanya tak terlalu populer, namun Weapons tahun ini berhasil membuat pengecualian. ;Studio film manakah yang memproduksi film Weapons?;Film Weapons diproduksi oleh studio Warner Bros. dan New Line Cinema.
"Liputan6.com, Jakarta Film animasi terbaru berjudul Merah Putih: One for All yang digarapÂ Perfiki Kreasindo, baru-baru ini menjadi sorotan publik. Beredar kabar, film yang akan tayang pada 14 AgustusÂ 2025 ini dibuat dengan dana mencapai Rp6,7 miliar. Benarkah? Produser eksekutif film animasi ini,Â Sonny Pudjisasono, menjawab isu ini saat tampil dalam program Apa Kabar Indonesia Akhir Pekan di TV One, yang diunggah di kanal YouTube-nya pada Minggu (10/8/2025). Baca Juga ""Yang jelas film ini merupakan sumbangsih yang dilakukan secara mandiri dan dilakukan secara gotong royong. Kalau dinilaikan dalam nilai rupiah atau value, mungkin lebih daripada yang viral itu,""Â katanya. Advertisement Saat ditanya host, apakah wajar film Merah Putih: One for All dibuat dengan jumlah dana yang viral tersebut, Sonny Pudjisasono menyebut bahwa sebenarnya kebutuhan dana untuk membuat film animasi justru lebih besar dari angka ini. ";Kapan film animasi Merah Putih: One for All dijadwalkan tayang?;Film animasi tersebut dijadwalkan tayang pada tanggal 14 Agustus 2025.
