content;question;answer
"Liputan6.com, Jakarta - Harga emas dunia memulai pekan dalam mode menunggu, bergerak terbatas di rentang yang sempit. Para investor dan pelaku pasar tengah mencerna agenda geopolitik dan moneter yang padat. Kondisi ini membuat harga emas bertahan di area USD 3.330 pada Senin (18/8/2025), nyaris tanpa perubahan. Perhatian utama tertuju pada pertemuan penting di Washington antara Presiden AS Donald Trump, Presiden Ukraina Volodymyr Zelenskiy, dan para pemimpin Eropa. Spekulasi gencatan senjata yang muncul setelah pertemuan Trump-Putin pekan lalu sempat mengurangi minat terhadap aset safe-haven, namun belum cukup kuat untuk membalikkan tren secara meyakinkan. Baca Juga Analis Dupoin Futures IndonesiaAndy Nugraha menjelaskan, grafik candlestick dan Moving Average menunjukkan bahwa tekanan bearish pada harga emas mulai melemah. Advertisement ""Ini menandakan bahwa penjualan tidak lagi seagresif sebelumnya, meskipun dominasi pembeli (bulls) juga belum terkonfirmasi,"" kata dia dalam keterangan tertulis,Â Selasa (19/8/2025). Andy menekankan dua level penting yang harus diperhatikan. Jika tekanan turun kembali mengemuka, support terdekat berada di sekitar USD 3.313. ""Sebaliknya, jika terjadi koreksi naik, hambatan awal diproyeksikan di zona USD 3.357,"" jelas dia. Selama harga masih berada di antara dua batas ini, setiap kenaikan yang terjadi kemungkinan besar hanya bersifat teknikal sebagai ""napas"" dalam konsolidasi, bukan sinyal pembalikan tren yang berkelanjutan.;Berapa harga emas dunia pada hari Senin (18/8/2025) menurut berita tersebut?;Harga emas dunia bertahan di area USD 3.330 pada hari Senin (18/8/2025)", hampir tanpa perubahan.
"Liputan6.com, Jakarta - Harga emas dunia memulai pekan dalam mode menunggu, bergerak terbatas di rentang yang sempit. Para investor dan pelaku pasar tengah mencerna agenda geopolitik dan moneter yang padat. Kondisi ini membuat harga emas bertahan di area USD 3.330 pada Senin (18/8/2025), nyaris tanpa perubahan. Perhatian utama tertuju pada pertemuan penting di Washington antara Presiden AS Donald Trump, Presiden Ukraina Volodymyr Zelenskiy, dan para pemimpin Eropa. Spekulasi gencatan senjata yang muncul setelah pertemuan Trump-Putin pekan lalu sempat mengurangi minat terhadap aset safe-haven, namun belum cukup kuat untuk membalikkan tren secara meyakinkan. Baca Juga Analis Dupoin Futures IndonesiaAndy Nugraha menjelaskan, grafik candlestick dan Moving Average menunjukkan bahwa tekanan bearish pada harga emas mulai melemah. Advertisement ""Ini menandakan bahwa penjualan tidak lagi seagresif sebelumnya, meskipun dominasi pembeli (bulls) juga belum terkonfirmasi,"" kata dia dalam keterangan tertulis,Â Selasa (19/8/2025). Andy menekankan dua level penting yang harus diperhatikan. Jika tekanan turun kembali mengemuka, support terdekat berada di sekitar USD 3.313. ""Sebaliknya, jika terjadi koreksi naik, hambatan awal diproyeksikan di zona USD 3.357,"" jelas dia. Selama harga masih berada di antara dua batas ini, setiap kenaikan yang terjadi kemungkinan besar hanya bersifat teknikal sebagai ""napas"" dalam konsolidasi, bukan sinyal pembalikan tren yang berkelanjutan.;Apa yang harus diperhatikan terkait level harga emas menurut Analis Dupoin Futures Indonesia?;Level support terdekat di USD 3.313 dan hambatan awal di zona USD 3.357 perlu diperhatikan."
"Liputan6.com, Jakarta - Logam tanah jarang (LTJ) atau rare earth elements (REE) diklaim jadi harga karun mineral yang bakal berperan penting untuk kehidupan modern. Indonesia disebut punya cukup banyak kandungan LTJ dengan nilai sangat tinggi di beberapa wilayah, seperti Bangka Belitung dan Mamuju, Sulawesi Barat. Tak hanya dua daerah tersebut, Pengamat Ekonomi Energi Universitas Gadjah Mada (UGM) Fahmy Radhi menyebut Kalimantan Barat juga menyimpan kekayaan logam tanah jarang. Baca Juga Berbagai penelitian geologi pun telah dilakukan untuk mineral bawaan (byproduct) tersebut. Sayangnya, nilai ekonomis dari komoditas itu belum terpetakan secara jelas. Advertisement ""Saya kira yang utama di Bangka Belitung dan Mamuju, dan kalau tidak salah juga di Kalimantan Barat. Tapi itu belum pernah dilakukan eksplorasi maupun eksploitasi,"" ujar Fahmy kepada Liputan6.com, Selasa (19/8/2025). ""Artinya penelitian geologi itu membuktikan bahwa di Bangka, di Mamuju, di Kalimantan Barat itu mengandung logam jarang. Tetapi secara keekonomian itu belum dibuktikan,"" dia menegaskan. Menurut catatan BRIN, logam tanah jarang merupakan kelompok 17 unsur kimia yang dapat ditemukan pada kondisi geologi yang unik. Potensi pemanfaatan dari REE ini sangat luas, contoh magnet permanen untuk mobil listrik dan turbin angin, monitor LED, handphone, laptop, kamera, kulkas, lampu LED, bahkan earphone, kacamata dan sepeda listrik. ;Wilayah di Indonesia mana yang disebut memiliki kandungan logam tanah jarang yang tinggi?;Bangka Belitung", Mamuju (Sulawesi Barat), dan Kalimantan Barat disebut memiliki kandungan logam tanah jarang yang tinggi.
"Liputan6.com, Jakarta - Logam tanah jarang (LTJ) atau rare earth elements (REE) diklaim jadi harga karun mineral yang bakal berperan penting untuk kehidupan modern. Indonesia disebut punya cukup banyak kandungan LTJ dengan nilai sangat tinggi di beberapa wilayah, seperti Bangka Belitung dan Mamuju, Sulawesi Barat. Tak hanya dua daerah tersebut, Pengamat Ekonomi Energi Universitas Gadjah Mada (UGM) Fahmy Radhi menyebut Kalimantan Barat juga menyimpan kekayaan logam tanah jarang. Baca Juga Berbagai penelitian geologi pun telah dilakukan untuk mineral bawaan (byproduct) tersebut. Sayangnya, nilai ekonomis dari komoditas itu belum terpetakan secara jelas. Advertisement ""Saya kira yang utama di Bangka Belitung dan Mamuju, dan kalau tidak salah juga di Kalimantan Barat. Tapi itu belum pernah dilakukan eksplorasi maupun eksploitasi,"" ujar Fahmy kepada Liputan6.com, Selasa (19/8/2025). ""Artinya penelitian geologi itu membuktikan bahwa di Bangka, di Mamuju, di Kalimantan Barat itu mengandung logam jarang. Tetapi secara keekonomian itu belum dibuktikan,"" dia menegaskan. Menurut catatan BRIN, logam tanah jarang merupakan kelompok 17 unsur kimia yang dapat ditemukan pada kondisi geologi yang unik. Potensi pemanfaatan dari REE ini sangat luas, contoh magnet permanen untuk mobil listrik dan turbin angin, monitor LED, handphone, laptop, kamera, kulkas, lampu LED, bahkan earphone, kacamata dan sepeda listrik. ;Apa saja contoh pemanfaatan logam tanah jarang (LTJ)?;LTJ dimanfaatkan untuk magnet mobil listrik", turbin angin, monitor LED, handphone, dan berbagai perangkat elektronik lainnya.
Liputan6.com, Jakarta - Harga minyak dunia kembali naik pada penutupan perdagangan Senin. Kenaikan ini terjadi setelah Presiden Amerika Serikat (AS) Donald Trump bertemu dengan Presiden Ukraina Volodymyr Zelenskyy di Washington, hanya beberapa hari setelah pertemuan puncak ASâRusia di Alaska yang berakhir tanpa kesepakatan jelas. Mengutip CNBC, Selasa (19/8/2025), harga minyakÂ mentah berjangka Brent ditutup menguat USDÂ 0,75 atau 1,14% menjadi USD 66,60 per barel. Sementara itu, minyak mentah West Texas Intermediate (WTI) naik USD 0,62 atau 0,99% ke USD 63,42 per barel. Baca Juga Namun, jika dihitung secara mingguan, harga Brent masih tercatat turun 1,1% dan WTI melemah 1,7%. Advertisement Trump dan Zelenskyy bertemu untuk mencari jalan damai mengakhiri perang yang disebut sebagai konflik paling mematikan di Eropa dalam 80 tahun terakhir. Pertemuan itu diikuti dengan perhatian investor terhadap kemungkinan dampak pada pasokan energi global, baik dari sisi sanksi maupun peluang rekonsiliasi politik. âPasar minyak belum sepenuhnya memperhitungkan potensi âdividen perdamaianâ yang bisa menekan harga minyak dan gas di Eropa lebih jauh,â kata Kepala analis komoditas Saxo BankÂ Ole Hansen. Trump sendiri dalam pertemuan tersebut meminta Ukraina untuk tidak lagi berharap merebut kembali Krimea atau bergabung dengan NATO. Sikap ini dinilai lebih dekat dengan posisi Moskow.Â  Hal tersebut sejalan dengan hasil KTT Alaska bersama Presiden Rusia Vladimir Putin. ;Berapa kenaikan harga minyak mentah berjangka Brent pada penutupan perdagangan Senin?;Harga minyak mentah berjangka Brent naik sebesar USD 0,75 atau 1,14% menjadi USD 66,60 per barel.
Liputan6.com, Jakarta - Harga minyak dunia kembali naik pada penutupan perdagangan Senin. Kenaikan ini terjadi setelah Presiden Amerika Serikat (AS) Donald Trump bertemu dengan Presiden Ukraina Volodymyr Zelenskyy di Washington, hanya beberapa hari setelah pertemuan puncak ASâRusia di Alaska yang berakhir tanpa kesepakatan jelas. Mengutip CNBC, Selasa (19/8/2025), harga minyakÂ mentah berjangka Brent ditutup menguat USDÂ 0,75 atau 1,14% menjadi USD 66,60 per barel. Sementara itu, minyak mentah West Texas Intermediate (WTI) naik USD 0,62 atau 0,99% ke USD 63,42 per barel. Baca Juga Namun, jika dihitung secara mingguan, harga Brent masih tercatat turun 1,1% dan WTI melemah 1,7%. Advertisement Trump dan Zelenskyy bertemu untuk mencari jalan damai mengakhiri perang yang disebut sebagai konflik paling mematikan di Eropa dalam 80 tahun terakhir. Pertemuan itu diikuti dengan perhatian investor terhadap kemungkinan dampak pada pasokan energi global, baik dari sisi sanksi maupun peluang rekonsiliasi politik. âPasar minyak belum sepenuhnya memperhitungkan potensi âdividen perdamaianâ yang bisa menekan harga minyak dan gas di Eropa lebih jauh,â kata Kepala analis komoditas Saxo BankÂ Ole Hansen. Trump sendiri dalam pertemuan tersebut meminta Ukraina untuk tidak lagi berharap merebut kembali Krimea atau bergabung dengan NATO. Sikap ini dinilai lebih dekat dengan posisi Moskow.Â  Hal tersebut sejalan dengan hasil KTT Alaska bersama Presiden Rusia Vladimir Putin. ;Apa yang diminta Donald Trump dari Ukraina dalam pertemuan dengan Volodymyr Zelenskyy?;Donald Trump meminta Ukraina untuk tidak lagi berharap merebut kembali Krimea atau bergabung dengan NATO.
Liputan6.com, Jakarta - Harga emas dunia bergerak stabil pada perdagangan awal pekan ini. Investor masih menimbang arah pasar sambil menunggu hasil pertemuan penting antara Presiden Amerika Serikat (AS) Donald Trump dengan Presiden Ukraina Volodymyr Zelenskyy. Selain itu, pelaku pasar juga masih menunggu agenda tahunan Federal Reserve (The Fed) di Jackson Hole, yang berlangsung pada akhir pekan ini. Baca Juga Mengutip CNBC, Selasa (16/8/2025), harga emas spot hanya sedikit melemah ke level USDÂ 3.333,32 per ons pada penutupan perdagangan Senin, setelah sempat menyentuh titik terendah sejak 1 Agustus. Advertisement Sementara itu, harga emas berjangka AS untuk kontrak Desember ditutup turun tipis 0,1% di USD 3.378 per ons. Penguatan dolar AS sebesar 0,3% turut menekan harga emas. Pasalnya, ketika dolar menguat, emas yang diperdagangkan dalam mata uang tersebut menjadi lebih mahal bagi investor yang memegang mata uang lain. ;Apa yang menjadi perhatian investor terkait pergerakan harga emas dunia?;Investor menunggu hasil pertemuan Trump-Zelenskyy dan agenda Federal Reserve di Jackson Hole.
Liputan6.com, Jakarta - Harga emas dunia bergerak stabil pada perdagangan awal pekan ini. Investor masih menimbang arah pasar sambil menunggu hasil pertemuan penting antara Presiden Amerika Serikat (AS) Donald Trump dengan Presiden Ukraina Volodymyr Zelenskyy. Selain itu, pelaku pasar juga masih menunggu agenda tahunan Federal Reserve (The Fed) di Jackson Hole, yang berlangsung pada akhir pekan ini. Baca Juga Mengutip CNBC, Selasa (16/8/2025), harga emas spot hanya sedikit melemah ke level USDÂ 3.333,32 per ons pada penutupan perdagangan Senin, setelah sempat menyentuh titik terendah sejak 1 Agustus. Advertisement Sementara itu, harga emas berjangka AS untuk kontrak Desember ditutup turun tipis 0,1% di USD 3.378 per ons. Penguatan dolar AS sebesar 0,3% turut menekan harga emas. Pasalnya, ketika dolar menguat, emas yang diperdagangkan dalam mata uang tersebut menjadi lebih mahal bagi investor yang memegang mata uang lain. ;Faktor apa yang menyebabkan harga emas sedikit melemah pada perdagangan Senin?;Penguatan dolar AS sebesar 0,3% turut menekan harga emas dunia.
 Liputan6.com, Jakarta Peringatan Hari Ulang Tahun atau HUT ke-80Â RIÂ dengan tagline nasional âBersatu Berdaulat, Rakyat Sejahtera, Indonesia Majuâ dirayakan penuh semarak oleh Pertamina Patra Niaga, subholding Pertamina yang menjadi garda terdepan distribusi energi nasional. Baca Juga Mengusung semangat Energi Merah Putih, Indonesia Maju, Pertamina Patra Niaga tidak hanya menghadirkan energi di setiap jengkal negeri, tetapi juga merayakan momentum kemerdekaan bersama masyarakat di berbagai lapisan. Advertisement Direktur Utama Pertamina Patra Niaga, Mars Ega Legowo Putra, menegaskan bahwa peringatan kemerdekaan ini bukan hanya milik pemerintah atau perusahaan, melainkan milik seluruh rakyat. âKami dari Pertamina Patra Niaga selalu hadir di sisi komersial, setiap hari berinteraksi dengan masyarakat dan memberikan layanan energi secara langsung. Kami ingin memperingati Hari Ulang Tahun Republik Indonesia ke-80 ini bersama masyarakat. Jadi menggemarakan hari ke-80 ini bersama-sama dengan konsumen, bersama-sama dengan masyarakat. Sehingga keberadaan kami selalu di hati masyarakat,â ujarnya dikutip Senin (18/8/2025). Lebih jauh, Mars Ega menekankan bahwa semangat kemerdekaan harus tercermin dalam setiap pelayanan energi. Tidak hanya di kota besar, tetapi juga di daerah 3T (Terdepan, Terpencil, Tertinggal). âPertamina Patra Niaga ini mendapatkan penugasan untuk memastikan pelayanan energi dari Sabang sampai Merauke. Tidak hanya dalam kondisi normal, tapi juga dalam kondisi darurat, kami harus tetap hadir. Karena itu, kami terus mendorong perbaikan dan penguatan agar layanan energi ini jangkauannya bisa dirasakan di seluruh pelosok negeri. Program BBM Satu Harga, misalnya, terus kami jalankan agar ada keadilan dan pemerataan energi,"â jelasnya ;Apa tagline yang digunakan dalam perayaan HUT ke-80 RI?;""Tagline yang digunakan adalah """"Bersatu Berdaulat", Rakyat Sejahtera," Indonesia Maju."""""""
 Liputan6.com, Jakarta Peringatan Hari Ulang Tahun atau HUT ke-80Â RIÂ dengan tagline nasional âBersatu Berdaulat, Rakyat Sejahtera, Indonesia Majuâ dirayakan penuh semarak oleh Pertamina Patra Niaga, subholding Pertamina yang menjadi garda terdepan distribusi energi nasional. Baca Juga Mengusung semangat Energi Merah Putih, Indonesia Maju, Pertamina Patra Niaga tidak hanya menghadirkan energi di setiap jengkal negeri, tetapi juga merayakan momentum kemerdekaan bersama masyarakat di berbagai lapisan. Advertisement Direktur Utama Pertamina Patra Niaga, Mars Ega Legowo Putra, menegaskan bahwa peringatan kemerdekaan ini bukan hanya milik pemerintah atau perusahaan, melainkan milik seluruh rakyat. âKami dari Pertamina Patra Niaga selalu hadir di sisi komersial, setiap hari berinteraksi dengan masyarakat dan memberikan layanan energi secara langsung. Kami ingin memperingati Hari Ulang Tahun Republik Indonesia ke-80 ini bersama masyarakat. Jadi menggemarakan hari ke-80 ini bersama-sama dengan konsumen, bersama-sama dengan masyarakat. Sehingga keberadaan kami selalu di hati masyarakat,â ujarnya dikutip Senin (18/8/2025). Lebih jauh, Mars Ega menekankan bahwa semangat kemerdekaan harus tercermin dalam setiap pelayanan energi. Tidak hanya di kota besar, tetapi juga di daerah 3T (Terdepan, Terpencil, Tertinggal). âPertamina Patra Niaga ini mendapatkan penugasan untuk memastikan pelayanan energi dari Sabang sampai Merauke. Tidak hanya dalam kondisi normal, tapi juga dalam kondisi darurat, kami harus tetap hadir. Karena itu, kami terus mendorong perbaikan dan penguatan agar layanan energi ini jangkauannya bisa dirasakan di seluruh pelosok negeri. Program BBM Satu Harga, misalnya, terus kami jalankan agar ada keadilan dan pemerataan energi,â jelasnya ;Apa yang menjadi penugasan bagi Pertamina Patra Niaga?;Pertamina Patra Niaga ditugaskan untuk memastikan pelayanan energi dari Sabang sampai Merauke.
"Liputan6.com, Jakarta Holding Industri Pertambangan Indonesia MIND IDÂ menegaskanÂ komitmennya dalam menjaga dan mengelola kekayaan alam Indonesia demi membangun peradaban masa depan dan mewujudkan kesejahteraan rakyat Indonesia. Dalam momentum Hari Kemerdekaan ke-80 RI, MIND ID mengusungÂ tema âDari Alam, Kehidupan Dirayakanâ yang menegaskan bahwa alam beserta seluruh mineral yang terkandung di dalamnya merupakan anugerah sekaligus pondasi utama peradaban dalam membangun kehidupan dan peradaban masa depan. Baca Juga Grup MIND ID memaknai Hari Kemerdekaan dengan terus memperkuat komitmen untuk menjaga, merawat, mencintai alam dengan penuh tanggung jawab, serta konsisten untuk merayakan kehidupan dengan terus menjaga persatuan dan kesatuan bangsa. Advertisement MIND ID pun kembali menghadirkan interactive booth ""Mendengarkan Proklamasi"" yang mengajak pengunjung untuk mendengarkan suara dari detik-detik pergerakan Kemerdekaan Indonesia hingga Pembacaan Proklamasi oleh Sang Pendiri Bangsa. Ada juga Phone Booth yang mengajak pengunjung untuk memberikan pesan Kemerdekaan agar menjadi penyemangat bagi mereka untuk terus berkarya bagi Negeri. Direktur Utama MIND ID Maroef Sjamsoeddin menyampaikan pembangunan masa depan Indonesia Emas 2045 membutuhkan kehadiran kekayaan alam mineral yang berkelanjutan. Oleh karenanya, MIND ID bersama seluruh Anggota memaknai kemerdekaan tahun ini dengan memperkuat komitmen menjaga, merawat, dan mencintai alam. ""Dengan alam yang terjaga, maka kita bisa bersama-sama merayakan kehidupan dengan penuh makna, dan dapat terus bersama-sama membangun peradaban masa depan, dan kesejahteraan sosial yang lebih kuat di masa depan,"" katanya. Maroef menegaskan Kemerdekaan yang diraih delapan dekade lalu merupakan hasil persatuan perjuangan para pahlawan dan pendiri bangsa, sekaligus amanah bagi generasi penerus untuk menjaganya.;Apa tema yang diusung oleh MIND ID dalam momentum Hari Kemerdekaan ke-80 RI?;""Tema yang diusung MIND ID adalah """"Dari Alam"," Kehidupan Dirayakan""""."""
"Liputan6.com, Jakarta Holding Industri Pertambangan Indonesia MIND IDÂ menegaskanÂ komitmennya dalam menjaga dan mengelola kekayaan alam Indonesia demi membangun peradaban masa depan dan mewujudkan kesejahteraan rakyat Indonesia. Dalam momentum Hari Kemerdekaan ke-80 RI, MIND ID mengusungÂ tema âDari Alam, Kehidupan Dirayakanâ yang menegaskan bahwa alam beserta seluruh mineral yang terkandung di dalamnya merupakan anugerah sekaligus pondasi utama peradaban dalam membangun kehidupan dan peradaban masa depan. Baca Juga Grup MIND ID memaknai Hari Kemerdekaan dengan terus memperkuat komitmen untuk menjaga, merawat, mencintai alam dengan penuh tanggung jawab, serta konsisten untuk merayakan kehidupan dengan terus menjaga persatuan dan kesatuan bangsa. Advertisement MIND ID pun kembali menghadirkan interactive booth ""Mendengarkan Proklamasi"" yang mengajak pengunjung untuk mendengarkan suara dari detik-detik pergerakan Kemerdekaan Indonesia hingga Pembacaan Proklamasi oleh Sang Pendiri Bangsa. Ada juga Phone Booth yang mengajak pengunjung untuk memberikan pesan Kemerdekaan agar menjadi penyemangat bagi mereka untuk terus berkarya bagi Negeri. Direktur Utama MIND ID Maroef Sjamsoeddin menyampaikan pembangunan masa depan Indonesia Emas 2045 membutuhkan kehadiran kekayaan alam mineral yang berkelanjutan. Oleh karenanya, MIND ID bersama seluruh Anggota memaknai kemerdekaan tahun ini dengan memperkuat komitmen menjaga, merawat, dan mencintai alam. ""Dengan alam yang terjaga, maka kita bisa bersama-sama merayakan kehidupan dengan penuh makna, dan dapat terus bersama-sama membangun peradaban masa depan, dan kesejahteraan sosial yang lebih kuat di masa depan,"" katanya. Maroef menegaskan Kemerdekaan yang diraih delapan dekade lalu merupakan hasil persatuan perjuangan para pahlawan dan pendiri bangsa, sekaligus amanah bagi generasi penerus untuk menjaganya.;Apa yang ditegaskan oleh Direktur Utama MIND ID terkait pembangunan Indonesia Emas 2045?;Direktur Utama MIND ID menekankan pentingnya keberlanjutan kekayaan alam mineral untuk pembangunan Indonesia Emas 2045."
Liputan6.com, Jakarta Subholding PLN Energi Primer Indonesia (PLN EPI) memastikan pasokan energi primer ke pembangkit listrik nasional dalam kondisi aman dan terkendaliselama perayaan Hari Kemerdekaan Republik Indonesia ke 80. Direktur Utama PLN EPI, Rakhmad Dewanto, menyatakan, PLN EPI telah menjaga pasokan energi primer guna mendukung keandalan listrik selama momen bersejarah ini. Dengan pengapalan batu bara, suplai gas bumi maupun gas alam cair dan distribusi BBM serta biomassa dimonitor secara cermat dan aman demi memastikan perayaan dan cahaya kemerdekaan dapat bersinar di setiap sudut negeri. Baca Juga âStok batubara pembangkit saat ini sangat aman, dengan rata-rata hari operasi (HOP) mencapai 29,9 hari,â ujar Rakhmad. Advertisement Rakhmad merinci, HOP pembangkit di Regional Jamali (Jawa, Madura, Bali) mencapai 29,9 hari, Regional Sumkal (Sumatera, Kalimantan) 30,6 hari, dan Regional Sulmapana (Sulawesi, Maluku, Papua, Nusa Tenggara) bahkan mencapai 33,3 hari. Selain itu, pasokan BBM berada pada HOP rata-rata 11,3 hari, sedangkan gas alam cair (Liquefied Natural Gas/LNG) untuk pembangkit telah terdistribusi sesuai jadwal. ;Bagaimana PLN EPI memastikan pasokan energi primer selama perayaan Hari Kemerdekaan ke-80?;PLN EPI memantau pengapalan batu bara, suplai gas bumi, distribusi BBM, dan biomassa secara cermat untuk menjaga keandalan listrik.
Liputan6.com, Jakarta Subholding PLN Energi Primer Indonesia (PLN EPI) memastikan pasokan energi primer ke pembangkit listrik nasional dalam kondisi aman dan terkendaliselama perayaan Hari Kemerdekaan Republik Indonesia ke 80. Direktur Utama PLN EPI, Rakhmad Dewanto, menyatakan, PLN EPI telah menjaga pasokan energi primer guna mendukung keandalan listrik selama momen bersejarah ini. Dengan pengapalan batu bara, suplai gas bumi maupun gas alam cair dan distribusi BBM serta biomassa dimonitor secara cermat dan aman demi memastikan perayaan dan cahaya kemerdekaan dapat bersinar di setiap sudut negeri. Baca Juga âStok batubara pembangkit saat ini sangat aman, dengan rata-rata hari operasi (HOP) mencapai 29,9 hari,â ujar Rakhmad. Advertisement Rakhmad merinci, HOP pembangkit di Regional Jamali (Jawa, Madura, Bali) mencapai 29,9 hari, Regional Sumkal (Sumatera, Kalimantan) 30,6 hari, dan Regional Sulmapana (Sulawesi, Maluku, Papua, Nusa Tenggara) bahkan mencapai 33,3 hari. Selain itu, pasokan BBM berada pada HOP rata-rata 11,3 hari, sedangkan gas alam cair (Liquefied Natural Gas/LNG) untuk pembangkit telah terdistribusi sesuai jadwal. ;Berapa rata-rata hari operasi (HOP) stok batu bara pembangkit listrik saat ini?;Rata-rata HOP stok batu bara pembangkit saat ini mencapai 29,9 hari, menunjukkan stok yang aman.
Liputan6.com, Jakarta - Kebakaran sumur minyakÂ di Blora pada Minggu, 17 Agustus 2025 pukul 12.30 WIB mendapatkan perhatian dari Kementerian Energi dan Sumber Daya Mineral (Kementerian ESDM). Kementerian ESDM meningkatkan aspek keselamatan pengelolaan sumur minyak rakyat. Hal ini melalui Peraturan Menteri ESDM Nomor 14 Tahun 2025 supaya kecelakaan kerja seperti kebakaran sumur rakyat di Blora, Jawa Tengah tak kembali terulang. Baca Juga âIni (kebakaran sumur rakyat di Blora, Red) menjadi perhatian kami semua bahwa pentingnya pembenahan tata kelola sumur masyarakat dengan baik, mengutamakan aspek keselamatan,â kata Juru Bicara Kementerian ESDM Dwi Anggia seperti dikutip dari Antara, Senin (18/8/2025). Advertisement Peraturan Menteri ESDM Nomor 14 Tahun 2025 yang mengatur tentang Kerja Sama Pengelolaan Bagian Wilayah Kerja untuk Peningkatan Produksi Minyak dan Gas Bumi. Melalui aturan tersebut, menurut Anggi, pemerintah mengatur dan mengantisipasi berbagai hal yang mungkin terjadi ketika mengelola sumur minyak rakyat, seperti kecelakaan kerja. âAda banyak sumur masyarakat yang berjalan belum mengindahkan aspek keselamatan. Ini yang akan diatur dan dilakukan perbaikan tata kelola, sesuai good engineering practices,â ujar Anggi. ;Kapan kebakaran sumur minyak terjadi di Blora berdasarkan berita tersebut?;Kebakaran sumur minyak di Blora terjadi pada Minggu, 17 Agustus 2025 pukul 12.30 WIB.
Liputan6.com, Jakarta - Kebakaran sumur minyakÂ di Blora pada Minggu, 17 Agustus 2025 pukul 12.30 WIB mendapatkan perhatian dari Kementerian Energi dan Sumber Daya Mineral (Kementerian ESDM). Kementerian ESDM meningkatkan aspek keselamatan pengelolaan sumur minyak rakyat. Hal ini melalui Peraturan Menteri ESDM Nomor 14 Tahun 2025 supaya kecelakaan kerja seperti kebakaran sumur rakyat di Blora, Jawa Tengah tak kembali terulang. Baca Juga âIni (kebakaran sumur rakyat di Blora, Red) menjadi perhatian kami semua bahwa pentingnya pembenahan tata kelola sumur masyarakat dengan baik, mengutamakan aspek keselamatan,â kata Juru Bicara Kementerian ESDM Dwi Anggia seperti dikutip dari Antara, Senin (18/8/2025). Advertisement Peraturan Menteri ESDM Nomor 14 Tahun 2025 yang mengatur tentang Kerja Sama Pengelolaan Bagian Wilayah Kerja untuk Peningkatan Produksi Minyak dan Gas Bumi. Melalui aturan tersebut, menurut Anggi, pemerintah mengatur dan mengantisipasi berbagai hal yang mungkin terjadi ketika mengelola sumur minyak rakyat, seperti kecelakaan kerja. âAda banyak sumur masyarakat yang berjalan belum mengindahkan aspek keselamatan. Ini yang akan diatur dan dilakukan perbaikan tata kelola, sesuai good engineering practices,â ujar Anggi. ;Apa yang dilakukan oleh Kementerian ESDM sebagai respons terhadap kebakaran sumur minyak di Blora?;Kementerian ESDM meningkatkan aspek keselamatan pengelolaan sumur minyak rakyat melalui Peraturan Menteri ESDM Nomor 14 Tahun 2025.
